customer_id,age,gender,account_age_days,total_lifetime_orders,preferred_payment
CUST01077,44,M,230,42,Credit Card
CUST01392,65,F,1180,6,Cash on Delivery
CUST01076,68,Other,980,15,Credit Card
CUST00414,65,F,1354,9,Cash on Delivery
CUST01684,48,M,1319,7,Debit Card
CUST01768,18,F,758,10,Debit Card
CUST01226,22,F,734,6,Cash on Delivery
CUST01646,19,Other,1492,50,Cash on Delivery
CUST00050,33,M,1352,42,Credit Card
CUST00424,26,F,1278,47,Amazon Pay
CUST00061,56,F,1784,22,Credit Card
CUST01146,68,F,1681,15,Debit Card
CUST00638,39,Other,631,32,Credit Card
CUST00637,21,M,738,33,Amazon Pay
CUST00958,65,Other,1100,5,Net Banking
CUST01374,29,Other,973,5,UPI
CUST00578,44,F,1238,35,Debit Card
CUST00830,59,M,165,38,UPI
CUST01177,34,Other,1035,41,Cash on Delivery
CUST01192,45,M,406,11,Cash on Delivery
CUST00397,52,M,186,4,Debit Card
CUST00780,22,F,1335,42,Amazon Pay
CUST00275,66,M,682,44,Debit Card
CUST00721,42,M,979,9,Credit Card
CUST00939,43,F,1569,14,Net Banking
CUST01516,23,F,1679,32,Cash on Delivery
CUST00674,53,M,1494,48,UPI
CUST00349,25,Other,1775,1,Amazon Pay
CUST01114,50,Other,735,36,Debit Card
CUST01708,48,M,233,49,Debit Card
CUST00789,53,F,879,30,UPI
CUST00997,25,Other,1720,48,UPI
CUST01750,28,F,874,47,Net Banking
CUST01526,64,M,289,39,Cash on Delivery
CUST01860,42,Other,765,11,UPI
CUST01851,66,F,151,24,Amazon Pay
CUST00774,18,F,1596,31,Amazon Pay
CUST01533,60,F,1818,32,UPI
CUST01351,33,F,244,7,Debit Card
CUST00289,42,F,717,27,Cash on Delivery
CUST01388,18,M,116,15,Cash on Delivery
CUST01477,41,Other,929,26,Amazon Pay
CUST01092,27,Other,615,50,Amazon Pay
CUST01795,39,F,1811,20,Debit Card
CUST00741,65,F,1525,30,Amazon Pay
CUST00825,28,M,69,6,Net Banking
CUST00045,69,Other,491,20,Credit Card
CUST00779,51,M,1323,48,Debit Card
CUST00554,57,Other,1079,30,Amazon Pay
CUST01850,67,F,554,17,Cash on Delivery
CUST01951,58,Other,130,8,Net Banking
CUST00505,51,F,990,33,Cash on Delivery
CUST01487,22,M,380,38,Net Banking
CUST00474,26,M,936,26,Debit Card
CUST00348,21,Other,1267,12,UPI
CUST01263,42,Other,912,19,Cash on Delivery
CUST01032,54,F,508,9,Amazon Pay
CUST00879,54,F,1221,34,Debit Card
CUST00514,46,Other,1460,2,Amazon Pay
CUST00860,64,Other,1734,24,UPI
CUST00145,53,Other,827,7,UPI
CUST00342,37,Other,312,39,Net Banking
CUST00072,40,M,222,47,UPI
CUST00703,40,F,1361,26,Credit Card
CUST00710,59,Other,510,29,Amazon Pay
CUST00290,32,M,248,46,Credit Card
CUST00897,44,M,94,37,UPI
CUST00877,65,Other,876,45,Credit Card
CUST01307,35,F,327,14,Net Banking
CUST00682,39,Other,1245,42,Amazon Pay
CUST00095,18,Other,1050,30,Net Banking
CUST00804,26,Other,615,13,UPI
CUST01855,43,F,374,30,UPI
CUST01667,40,M,1047,22,Credit Card
CUST00992,60,F,1126,42,UPI
CUST00233,30,Other,872,35,Debit Card
CUST01084,49,Other,549,43,Amazon Pay
CUST01074,63,F,59,22,Cash on Delivery
CUST00173,58,Other,762,43,Credit Card
CUST00487,29,F,123,38,Debit Card
CUST01429,46,F,879,36,Net Banking
CUST00799,54,M,1804,1,Credit Card
CUST00339,21,Other,393,37,Net Banking
CUST01585,67,M,1642,20,Credit Card
CUST00859,51,Other,1741,30,Debit Card
CUST00099,43,F,1219,32,Cash on Delivery
CUST01292,63,M,195,36,Net Banking
CUST01022,30,M,604,50,Debit Card
CUST00513,19,F,399,24,Amazon Pay
CUST00868,58,Other,1269,20,Amazon Pay
CUST01886,64,F,138,50,Credit Card
CUST01712,53,M,1584,45,Credit Card
CUST00989,24,Other,452,5,Amazon Pay
CUST01714,55,M,725,3,Net Banking
CUST01314,64,Other,475,25,Cash on Delivery
CUST00417,43,Other,938,37,Cash on Delivery
CUST00850,44,Other,857,10,Debit Card
CUST00848,59,M,1372,37,Debit Card
CUST01592,57,F,223,48,UPI
CUST01187,18,M,1269,43,Debit Card
CUST00812,64,M,1586,25,UPI
CUST01207,58,F,536,31,UPI
CUST00924,45,Other,258,47,Debit Card
CUST01136,19,F,1530,25,Cash on Delivery
CUST01665,60,Other,1526,20,UPI
CUST00364,21,M,1049,20,UPI
CUST00986,54,Other,1073,46,Debit Card
CUST01742,36,Other,48,8,Debit Card
CUST00521,35,M,1597,34,Amazon Pay
CUST00744,65,F,1575,1,Debit Card
CUST01722,25,M,1291,47,Amazon Pay
CUST00524,52,M,1306,15,UPI
CUST00987,48,F,1158,16,Amazon Pay
CUST01920,37,F,227,24,UPI
CUST00445,68,Other,834,20,Debit Card
CUST00386,28,M,1589,33,UPI
CUST01377,45,M,55,34,Amazon Pay
CUST01762,25,Other,848,47,UPI
CUST01649,22,Other,1119,41,Amazon Pay
CUST01125,63,Other,1115,31,Net Banking
CUST00934,40,Other,107,37,Amazon Pay
CUST01293,26,Other,369,9,Net Banking
CUST00593,36,F,1558,47,UPI
CUST01056,63,M,940,47,Net Banking
CUST01198,19,M,1137,10,Debit Card
CUST01208,51,Other,136,19,UPI
CUST01748,56,F,1321,8,Credit Card
CUST00671,20,Other,409,41,Debit Card
CUST00019,44,F,1679,9,Net Banking
CUST01603,27,Other,1340,43,Credit Card
CUST01336,69,Other,328,6,Credit Card
CUST01248,51,F,549,19,UPI
CUST01645,29,Other,737,18,Cash on Delivery
CUST00662,67,F,1819,22,UPI
CUST00486,33,F,1310,48,Cash on Delivery
CUST01496,31,Other,217,49,Cash on Delivery
CUST01031,31,Other,756,37,Credit Card
CUST01406,20,M,289,42,Debit Card
CUST00338,64,F,71,6,Amazon Pay
CUST00069,57,F,327,27,UPI
CUST01133,22,Other,372,50,Cash on Delivery
CUST01763,52,F,1323,38,Debit Card
CUST01156,49,F,547,15,Cash on Delivery
CUST01495,34,Other,1085,46,Credit Card
CUST00809,56,F,1185,25,Net Banking
CUST00184,40,Other,1198,7,Credit Card
CUST01569,20,Other,423,8,Cash on Delivery
CUST00007,59,M,1197,2,Amazon Pay
CUST01799,38,M,404,22,Debit Card
CUST01196,50,Other,811,10,Credit Card
CUST00216,26,M,326,11,Amazon Pay
CUST01774,21,F,70,48,Amazon Pay
CUST00650,38,F,259,13,Cash on Delivery
CUST00653,40,M,1568,7,Net Banking
CUST01113,28,M,1223,21,Net Banking
CUST01359,18,M,913,19,UPI
CUST01816,21,F,397,46,UPI
CUST01508,27,Other,1354,33,Debit Card
CUST00691,52,Other,1481,28,Credit Card
CUST00569,26,F,1558,13,UPI
CUST00073,48,F,1113,5,UPI
CUST01513,43,M,420,2,Amazon Pay
CUST00205,31,Other,1255,18,Net Banking
CUST01088,64,Other,1228,12,Net Banking
CUST00978,31,F,1039,49,UPI
CUST01972,23,M,994,28,Cash on Delivery
CUST00732,32,M,154,2,Amazon Pay
CUST01452,40,Other,1558,17,Credit Card
CUST00124,46,F,1598,35,Net Banking
CUST00286,63,Other,283,39,Cash on Delivery
CUST00427,53,F,1546,44,UPI
CUST00110,56,F,1581,22,Cash on Delivery
CUST01020,55,F,703,12,Amazon Pay
CUST01524,49,F,165,21,Credit Card
CUST01640,25,F,1708,12,Net Banking
CUST00478,23,Other,945,16,Credit Card
CUST01898,20,F,505,34,Amazon Pay
CUST01848,32,Other,776,47,Credit Card
CUST01656,36,Other,504,37,Cash on Delivery
CUST00566,57,Other,1712,45,Net Banking
CUST00240,39,M,980,9,Debit Card
CUST01151,25,F,445,27,Net Banking
CUST01420,18,F,806,1,Cash on Delivery
CUST01587,20,Other,561,24,UPI
CUST01720,28,F,1008,41,Net Banking
CUST01105,23,Other,114,34,Credit Card
CUST00684,21,Other,933,10,Debit Card
CUST00178,55,F,654,18,Cash on Delivery
CUST01304,32,Other,1035,48,Net Banking
CUST00308,30,M,726,21,Amazon Pay
CUST01257,28,Other,1796,2,Cash on Delivery
CUST00631,43,Other,840,37,UPI
CUST01928,39,Other,880,46,Net Banking
CUST00880,33,Other,1579,41,Net Banking
CUST01486,24,M,815,7,Debit Card
CUST01941,21,M,803,19,Amazon Pay
CUST01037,49,F,1350,9,UPI
CUST01249,69,F,1021,50,Net Banking
CUST00153,28,F,115,17,Cash on Delivery
CUST01465,64,F,1143,42,Credit Card
CUST01268,43,Other,1555,50,Cash on Delivery
CUST01541,31,F,378,46,Amazon Pay
CUST01662,19,F,433,18,UPI
CUST00613,35,Other,1645,20,Debit Card
CUST00584,44,M,391,8,Cash on Delivery
CUST01100,21,F,1696,7,Cash on Delivery
CUST01663,28,M,101,5,UPI
CUST01280,69,F,1406,20,Credit Card
CUST01386,62,F,1007,50,UPI
CUST01118,39,Other,330,29,Credit Card
CUST01900,42,Other,214,47,UPI
CUST01840,46,Other,173,11,Cash on Delivery
CUST01087,66,F,669,18,Credit Card
CUST00956,47,M,843,27,UPI
CUST01737,64,Other,1448,13,Net Banking
CUST00192,55,Other,706,24,UPI
CUST00038,21,Other,699,12,UPI
CUST01804,64,M,391,49,Credit Card
CUST01869,31,M,1702,5,Amazon Pay
CUST00517,67,Other,1733,29,Cash on Delivery
CUST00783,35,M,606,8,Cash on Delivery
CUST00214,22,M,408,41,UPI
CUST01604,19,M,1285,47,Net Banking
CUST01492,57,M,240,22,Amazon Pay
CUST01407,69,F,366,3,Net Banking
CUST01527,57,F,1323,13,Credit Card
CUST01634,32,Other,371,41,Net Banking
CUST00743,27,Other,1076,2,Net Banking
CUST01102,44,F,374,43,UPI
CUST00111,59,M,1624,12,Credit Card
CUST00590,56,F,1192,29,UPI
CUST01363,33,M,1404,13,Net Banking
CUST00526,38,M,1691,23,Net Banking
CUST01315,60,F,1024,21,Cash on Delivery
CUST01025,47,F,521,29,Credit Card
CUST01169,43,Other,1714,5,Cash on Delivery
CUST01285,24,F,1030,15,Debit Card
CUST01073,27,M,1689,46,Credit Card
CUST01126,44,Other,793,33,Debit Card
CUST00241,23,M,1128,26,Amazon Pay
CUST01678,46,F,250,17,Net Banking
CUST01806,57,F,956,10,UPI
CUST01282,67,F,1008,7,UPI
CUST01520,56,M,46,38,Debit Card
CUST01571,30,M,396,20,Credit Card
CUST00437,43,Other,390,7,Debit Card
CUST00425,49,F,445,47,Amazon Pay
CUST00534,53,M,38,8,Credit Card
CUST01852,33,F,1061,10,Net Banking
CUST01479,23,M,1623,25,Amazon Pay
CUST00528,55,M,759,32,Credit Card
CUST00624,61,Other,1817,37,Net Banking
CUST00576,28,M,1426,43,Debit Card
CUST01968,49,F,149,33,UPI
CUST00140,27,F,857,45,UPI
CUST01608,55,F,1131,43,Debit Card
CUST00715,55,Other,924,43,Debit Card
CUST01180,47,M,274,3,Cash on Delivery
CUST01470,37,M,758,8,UPI
CUST00393,51,M,905,32,Amazon Pay
CUST00161,43,F,76,2,Credit Card
CUST01426,49,F,894,45,Credit Card
CUST01035,68,Other,178,15,Cash on Delivery
CUST00702,29,F,173,24,Cash on Delivery
CUST00787,65,M,544,38,Credit Card
CUST00263,44,M,1733,14,Amazon Pay
CUST01316,38,F,1590,43,Credit Card
CUST00701,67,F,1507,46,Debit Card
CUST00600,18,M,1700,38,Net Banking
CUST01620,19,M,185,37,Debit Card
CUST01267,69,M,767,41,Net Banking
CUST01987,50,Other,743,50,Net Banking
CUST01244,30,F,1432,37,Cash on Delivery
CUST00269,30,Other,1461,16,Amazon Pay
CUST00180,46,M,620,9,Amazon Pay
CUST01412,23,M,348,42,Cash on Delivery
CUST01174,68,Other,1706,2,Credit Card
CUST00559,51,M,483,45,UPI
CUST00760,42,F,994,27,Cash on Delivery
CUST00243,57,F,1447,38,UPI
CUST01818,48,F,1102,33,UPI
CUST01068,51,M,1717,6,UPI
CUST01942,23,M,417,28,Cash on Delivery
CUST00325,37,F,1334,49,Amazon Pay
CUST00538,56,Other,1302,43,UPI
CUST00358,53,F,1206,42,UPI
CUST01367,63,M,804,50,Net Banking
CUST00245,29,M,1162,46,Credit Card
CUST00565,20,Other,77,3,Cash on Delivery
CUST00430,59,M,893,15,Cash on Delivery
CUST00918,56,Other,1455,6,Cash on Delivery
CUST01468,22,Other,824,22,Net Banking
CUST00199,51,Other,1555,5,Debit Card
CUST01498,53,Other,1740,42,Amazon Pay
CUST00086,64,M,1239,7,UPI
CUST00089,19,Other,1563,4,Debit Card
CUST00577,33,Other,117,12,UPI
CUST01772,69,F,1439,30,Net Banking
CUST01653,48,Other,640,16,Debit Card
CUST00793,59,F,54,39,Net Banking
CUST00999,22,M,936,8,UPI
CUST00226,26,Other,717,34,Amazon Pay
CUST01796,62,M,1781,17,Cash on Delivery
CUST01767,33,Other,603,32,UPI
CUST00300,50,M,373,35,Credit Card
CUST00294,22,M,501,26,Cash on Delivery
CUST01743,38,Other,243,38,Amazon Pay
CUST00376,22,Other,818,7,Debit Card
CUST00101,56,Other,1571,32,Net Banking
CUST00828,60,M,264,37,UPI
CUST01344,30,M,1025,5,UPI
CUST00131,63,M,561,48,Amazon Pay
CUST01882,33,M,1006,39,Credit Card
CUST00642,39,M,1067,21,Net Banking
CUST00198,41,Other,1201,16,Credit Card
CUST01219,20,Other,1375,23,Cash on Delivery
CUST01878,40,Other,367,43,Net Banking
CUST00607,66,F,1204,10,Cash on Delivery
CUST01597,45,Other,584,50,Debit Card
CUST00232,46,Other,968,17,Net Banking
CUST01165,45,F,889,26,Net Banking
CUST00078,48,M,214,22,UPI
CUST01718,20,Other,1022,45,Amazon Pay
CUST01440,39,M,1431,46,Credit Card
CUST01049,46,Other,1319,9,Amazon Pay
CUST00687,68,M,103,12,Cash on Delivery
CUST00712,61,Other,1065,26,UPI
CUST01411,66,Other,696,46,UPI
CUST00612,21,F,667,50,Cash on Delivery
CUST00973,21,F,364,29,Debit Card
CUST00098,60,Other,1773,16,UPI
CUST00764,33,Other,308,39,Debit Card
CUST01998,68,Other,1304,43,Credit Card
CUST00904,50,F,499,19,Credit Card
CUST01949,68,M,235,8,Cash on Delivery
CUST00907,31,Other,1078,27,Cash on Delivery
CUST00596,24,F,543,5,Amazon Pay
CUST00083,32,Other,329,37,UPI
CUST01040,33,M,879,5,UPI
CUST01251,47,Other,881,1,Credit Card
CUST01636,35,F,776,3,Amazon Pay
CUST00217,50,F,1260,23,UPI
CUST01236,57,M,1743,30,Credit Card
CUST01518,26,F,1082,17,Amazon Pay
CUST01736,67,M,690,47,Cash on Delivery
CUST01773,41,M,426,17,UPI
CUST00017,29,Other,1633,23,Credit Card
CUST00351,56,M,312,32,Amazon Pay
CUST01279,61,M,266,43,Credit Card
CUST01366,50,Other,1281,47,Cash on Delivery
CUST01759,67,F,1184,43,Amazon Pay
CUST00059,20,Other,987,30,UPI
CUST01235,57,Other,1063,48,UPI
CUST01450,42,M,1307,29,UPI
CUST00917,56,F,1111,35,Cash on Delivery
CUST00174,29,M,576,4,Amazon Pay
CUST01690,50,Other,1254,3,Debit Card
CUST00731,29,F,1233,26,Net Banking
CUST01090,66,Other,1501,15,Amazon Pay
CUST00874,33,Other,792,47,Net Banking
CUST01365,42,F,1163,2,Credit Card
CUST01864,49,Other,1791,43,Amazon Pay
CUST01381,40,F,1808,18,Net Banking
CUST01880,36,F,116,47,Net Banking
CUST00645,54,Other,1224,8,Credit Card
CUST00404,38,F,748,21,Debit Card
CUST00411,51,Other,781,38,Debit Card
CUST01241,19,F,768,32,Cash on Delivery
CUST01148,20,F,1107,5,Debit Card
CUST01438,24,M,506,30,UPI
CUST00246,46,Other,639,7,Debit Card
CUST01422,46,M,1620,6,Cash on Delivery
CUST00168,34,F,92,7,Credit Card
CUST00215,44,M,1672,48,Debit Card
CUST00601,22,M,803,48,Credit Card
CUST01680,59,M,563,31,Credit Card
CUST00544,52,F,582,28,Cash on Delivery
CUST01294,61,M,271,33,Net Banking
CUST01152,22,Other,790,24,Cash on Delivery
CUST00838,54,F,38,39,Amazon Pay
CUST01405,70,F,1222,34,Net Banking
CUST00605,42,M,1408,44,Net Banking
CUST01356,31,Other,407,45,Cash on Delivery
CUST00998,44,M,1631,17,Credit Card
CUST00468,22,F,1300,34,UPI
CUST01746,43,F,1047,50,Amazon Pay
CUST00305,33,F,850,35,Amazon Pay
CUST01502,64,Other,335,5,Cash on Delivery
CUST01481,45,Other,471,3,Cash on Delivery
CUST00337,54,Other,321,20,Debit Card
CUST00119,22,F,1655,24,UPI
CUST00562,35,Other,1520,33,Net Banking
CUST01191,47,Other,1554,36,Cash on Delivery
CUST00060,57,M,231,25,UPI
CUST01271,61,M,1467,31,UPI
CUST01116,37,M,340,49,Net Banking
CUST01769,33,F,540,36,Cash on Delivery
CUST00238,29,Other,959,50,Credit Card
CUST01112,18,M,1262,32,Debit Card
CUST00916,28,Other,231,14,Credit Card
CUST01206,40,M,39,38,Amazon Pay
CUST00113,36,Other,525,39,Net Banking
CUST01289,57,M,252,43,Debit Card
CUST01318,33,Other,524,4,Cash on Delivery
CUST01545,32,F,284,33,UPI
CUST01424,31,Other,271,26,Debit Card
CUST00609,52,M,1161,50,Debit Card
CUST01893,30,M,1437,43,Credit Card
CUST01622,28,M,343,50,Debit Card
CUST01624,21,M,1277,43,Amazon Pay
CUST00675,23,F,220,47,Net Banking
CUST01503,54,Other,1796,30,Amazon Pay
CUST00359,60,M,1112,47,UPI
CUST00853,40,F,804,29,Debit Card
CUST00208,52,Other,1197,27,Cash on Delivery
CUST01373,49,Other,417,1,Amazon Pay
CUST00509,48,F,1610,37,Debit Card
CUST00921,29,F,1216,47,Cash on Delivery
CUST00573,50,Other,108,25,Net Banking
CUST01290,43,M,1175,27,Cash on Delivery
CUST01731,60,Other,1448,6,Credit Card
CUST01535,27,M,1262,9,Credit Card
CUST00194,64,Other,392,27,Amazon Pay
CUST00293,60,F,1712,48,UPI
CUST01975,40,M,742,50,Net Banking
CUST01913,51,Other,1533,49,Cash on Delivery
CUST01679,21,M,231,31,UPI
CUST01409,46,Other,1647,28,Amazon Pay
CUST00668,20,Other,919,44,Cash on Delivery
CUST00858,68,M,1777,29,UPI
CUST01792,47,Other,718,11,Net Banking
CUST01044,61,Other,94,15,Debit Card
CUST01358,61,Other,1715,45,Credit Card
CUST01036,59,Other,1252,46,Credit Card
CUST00582,45,Other,1081,46,Credit Card
CUST01075,47,M,169,13,Cash on Delivery
CUST00957,51,F,920,3,Credit Card
CUST01702,38,Other,909,39,Net Banking
CUST01243,44,F,363,39,Credit Card
CUST00751,54,F,1185,2,Debit Card
CUST00878,30,M,690,32,Debit Card
CUST01255,58,M,887,22,Net Banking
CUST01863,59,F,607,50,Debit Card
CUST00896,64,M,767,18,Net Banking
CUST00415,19,F,523,18,Net Banking
CUST00251,41,M,1091,35,Debit Card
CUST01801,51,F,1645,10,UPI
CUST00225,57,Other,1802,27,UPI
CUST01974,58,M,236,48,Debit Card
CUST01990,20,F,1202,24,Debit Card
CUST00046,52,M,1152,21,Credit Card
CUST01130,33,F,1239,23,Amazon Pay
CUST01117,43,Other,1705,48,Amazon Pay
CUST01171,48,F,31,21,Net Banking
CUST01936,38,Other,1713,37,Debit Card
CUST01051,66,Other,155,49,Amazon Pay
CUST00458,39,F,947,50,Credit Card
CUST00034,34,M,1213,49,Net Banking
CUST01599,55,M,332,48,Cash on Delivery
CUST00355,56,Other,1736,22,Debit Card
CUST00084,42,Other,1665,16,Debit Card
CUST00341,27,Other,1137,47,Credit Card
CUST01299,30,Other,30,23,Credit Card
CUST01811,30,M,1505,41,Amazon Pay
CUST00651,22,F,538,5,Cash on Delivery
CUST00309,66,F,777,20,UPI
CUST00531,64,M,834,24,UPI
CUST01752,49,M,277,21,UPI
CUST01334,21,M,1445,14,Credit Card
CUST00966,41,F,1594,23,UPI
CUST00004,67,F,1010,30,Debit Card
CUST01523,49,M,1167,2,UPI
CUST00327,64,F,1585,11,Debit Card
CUST01644,56,M,873,3,Cash on Delivery
CUST01390,31,F,570,38,Debit Card
CUST00329,52,M,1185,27,Amazon Pay
CUST00311,69,M,1778,1,Debit Card
CUST00614,47,F,499,25,Cash on Delivery
CUST01613,18,F,1147,13,Net Banking
CUST00949,50,Other,1582,48,Debit Card
CUST01485,24,F,144,4,Cash on Delivery
CUST00439,30,F,608,47,Credit Card
CUST00739,58,Other,273,50,Net Banking
CUST00250,20,M,993,20,Debit Card
CUST01060,25,Other,444,9,Debit Card
CUST00771,29,M,1778,8,UPI
CUST01378,23,F,739,20,Net Banking
CUST00499,28,M,618,7,Cash on Delivery
CUST01435,67,Other,1034,29,Cash on Delivery
CUST01696,40,M,919,9,Net Banking
CUST01264,45,F,1382,44,Debit Card
CUST01012,38,F,769,20,UPI
CUST00678,20,Other,1010,10,Amazon Pay
CUST01664,19,F,1400,20,Credit Card
CUST01432,39,Other,1414,16,Net Banking
CUST00685,66,M,1339,3,Credit Card
CUST01875,48,F,648,30,UPI
CUST00895,62,Other,1602,33,Debit Card
CUST00463,36,M,788,6,Net Banking
CUST00157,60,F,630,19,Cash on Delivery
CUST01666,25,F,1705,6,Amazon Pay
CUST00164,19,F,150,26,UPI
CUST01306,28,M,1297,4,Cash on Delivery
CUST01021,65,M,111,49,Credit Card
CUST01550,22,M,308,17,Cash on Delivery
CUST00890,46,F,1557,18,Debit Card
CUST00811,30,F,267,33,Debit Card
CUST01808,22,Other,73,25,Amazon Pay
CUST00467,62,Other,85,36,Net Banking
CUST01369,59,F,774,30,Debit Card
CUST01303,23,M,991,35,UPI
CUST00679,45,M,658,42,Debit Card
CUST00479,44,M,49,20,Net Banking
CUST00402,59,Other,1134,6,UPI
CUST01630,26,M,640,23,Cash on Delivery
CUST01153,64,Other,202,16,Credit Card
CUST00283,46,F,798,11,Amazon Pay
CUST01254,20,Other,517,28,Amazon Pay
CUST01419,61,Other,1348,42,Credit Card
CUST01600,51,M,1276,6,UPI
CUST01124,34,F,1376,38,Net Banking
CUST00108,56,F,707,34,Cash on Delivery
CUST01699,26,F,1745,43,UPI
CUST00737,39,Other,483,20,Debit Card
CUST00871,47,Other,515,47,Net Banking
CUST00177,54,Other,1453,13,UPI
CUST01705,39,F,291,7,Debit Card
CUST01939,61,F,1521,3,Amazon Pay
CUST00747,21,Other,1107,21,Amazon Pay
CUST00340,69,M,1037,13,Debit Card
CUST01839,65,F,1241,28,Amazon Pay
CUST01993,50,F,756,16,Debit Card
CUST01330,22,Other,1742,1,UPI
CUST00135,53,Other,1281,6,Net Banking
CUST01525,61,F,194,38,Amazon Pay
CUST01918,68,M,1171,4,Debit Card
CUST01417,44,M,1552,25,Cash on Delivery
CUST01499,61,M,1367,28,Amazon Pay
CUST01819,36,Other,1171,18,Amazon Pay
CUST00644,21,F,587,37,Amazon Pay
CUST01606,62,Other,1694,21,Amazon Pay
CUST00070,47,F,1553,13,Credit Card
CUST01865,66,F,136,40,Net Banking
CUST00969,42,Other,921,48,Net Banking
CUST00154,31,M,1417,39,Net Banking
CUST01058,51,M,729,26,Credit Card
CUST01779,22,Other,122,43,Credit Card
CUST00087,58,F,315,28,Debit Card
CUST01085,36,F,1367,1,Cash on Delivery
CUST00920,68,M,1204,39,Net Banking
CUST00122,45,Other,311,34,UPI
CUST01625,28,Other,750,18,Amazon Pay
CUST01693,39,F,1479,13,UPI
CUST00379,64,M,58,15,Net Banking
CUST00132,31,F,1166,43,Cash on Delivery
CUST00768,63,F,299,5,UPI
CUST01385,38,F,1739,3,Amazon Pay
CUST01447,68,Other,1616,13,Debit Card
CUST00336,26,Other,1504,33,UPI
CUST01741,51,F,886,27,Cash on Delivery
CUST00313,24,F,1774,43,UPI
CUST00112,48,M,1653,32,Cash on Delivery
CUST00465,19,F,474,2,Cash on Delivery
CUST00459,37,Other,909,23,Debit Card
CUST01757,36,F,1452,40,Credit Card
CUST00872,66,F,771,24,Debit Card
CUST01978,39,F,1049,19,Credit Card
CUST01710,48,Other,645,38,UPI
CUST00005,39,Other,552,48,Credit Card
CUST01010,25,M,795,26,Net Banking
CUST01168,25,M,1359,46,Debit Card
CUST00666,56,Other,1032,30,Cash on Delivery
CUST00628,50,F,1279,3,Debit Card
CUST00133,65,M,1266,37,Credit Card
CUST00902,24,M,1335,29,Amazon Pay
CUST01728,62,M,116,24,Credit Card
CUST00870,63,Other,864,44,Debit Card
CUST01395,47,F,455,17,Credit Card
CUST01384,45,Other,1057,44,UPI
CUST01383,32,Other,420,5,Cash on Delivery
CUST00326,67,M,1421,6,UPI
CUST01727,64,F,1680,25,Net Banking
CUST00115,23,M,505,6,Credit Card
CUST00748,54,M,446,31,Net Banking
CUST01689,53,M,1665,10,Net Banking
CUST01197,31,Other,48,35,Credit Card
CUST01224,33,F,817,20,Debit Card
CUST00914,70,F,1154,4,Debit Card
CUST00851,41,Other,1721,13,Cash on Delivery
CUST00169,28,M,658,39,Amazon Pay
CUST01753,27,M,266,37,Amazon Pay
CUST01876,63,Other,746,4,Debit Card
CUST01973,20,Other,1704,44,Amazon Pay
CUST01764,32,Other,1352,4,Debit Card
CUST00923,18,F,1490,23,Amazon Pay
CUST00661,70,M,1254,17,Net Banking
CUST01131,23,Other,243,49,UPI
CUST00410,31,F,160,19,Net Banking
CUST01283,62,Other,970,26,Debit Card
CUST01881,37,M,349,49,UPI
CUST00640,57,F,1789,7,Cash on Delivery
CUST01894,65,Other,213,40,Debit Card
CUST01957,55,F,1670,48,Credit Card
CUST00925,69,M,1282,14,Cash on Delivery
CUST00494,46,Other,974,43,Debit Card
CUST00449,47,F,448,12,UPI
CUST01925,50,F,953,48,Amazon Pay
CUST00669,36,Other,566,15,Debit Card
CUST01462,33,F,1270,38,Amazon Pay
CUST01615,37,F,154,9,Cash on Delivery
CUST00189,68,Other,180,36,Credit Card
CUST00272,36,Other,574,39,Cash on Delivery
CUST01544,24,F,1067,36,Credit Card
CUST00475,28,M,1552,8,Debit Card
CUST01859,56,M,209,5,Cash on Delivery
CUST00374,21,M,1101,18,Net Banking
CUST00116,60,Other,865,5,Net Banking
CUST01053,58,Other,466,23,Credit Card
CUST01041,34,Other,198,40,Debit Card
CUST00943,57,F,1485,23,Debit Card
CUST00085,65,Other,174,35,Amazon Pay
CUST01446,45,Other,1708,8,Credit Card
CUST01361,27,M,659,44,Amazon Pay
CUST00823,55,M,1000,37,Amazon Pay
CUST00547,67,Other,1322,3,Net Banking
CUST01546,67,M,1728,37,Net Banking
CUST01018,18,F,485,9,Debit Card
CUST00037,27,F,866,29,UPI
CUST01902,56,M,1767,4,Net Banking
CUST01539,63,M,1090,43,UPI
CUST01232,26,F,122,50,Debit Card
CUST00680,32,M,1671,49,Amazon Pay
CUST01172,23,F,1184,45,Amazon Pay
CUST00357,43,F,425,12,Cash on Delivery
CUST01401,56,F,1775,36,Net Banking
CUST01253,35,F,334,11,Cash on Delivery
CUST00270,56,F,239,34,Net Banking
CUST01321,47,Other,90,33,Credit Card
CUST00699,40,Other,491,30,Net Banking
CUST01128,20,F,1153,9,Amazon Pay
CUST01331,45,F,1733,12,Cash on Delivery
CUST00408,50,F,969,6,Debit Card
CUST01618,33,M,1400,42,Credit Card
CUST00207,59,F,461,44,Debit Card
CUST00104,41,M,1692,19,Credit Card
CUST01754,56,Other,1464,44,Debit Card
CUST00261,18,Other,1697,26,Net Banking
CUST00901,69,M,1325,36,Credit Card
CUST00959,56,F,623,24,Debit Card
CUST00454,64,M,480,6,Cash on Delivery
CUST01567,37,F,803,43,Debit Card
CUST01553,55,Other,1818,44,Cash on Delivery
CUST00011,47,Other,82,34,Amazon Pay
CUST00929,25,Other,1395,13,Debit Card
CUST00297,23,Other,1350,26,Amazon Pay
CUST01379,55,M,960,45,Debit Card
